FamilyMembers,HouseType,Occupation,IncomeLevel,WorkFromHome,Season,Temperature,Humidity,ACCount,ACHours,FanCount,LightCount,LEDPercentage,Cooler,Geyser,Refrigerator,WashingMachine,LaptopHours,TVHours,PreviousMonthUnits,MonthlyUnits,ElectricityBill,CarbonEmission,EstimatedBaseLoad
2,2BHK,Homemaker,Low,No,Summer,35.1,57.6,0,0.0,5,11,15.8,0,1,1,1,1.6,2.7,209.8,192.1,764.48,157.53,216.47
4,2BHK,Employed,High,Yes,Winter,8.8,46.6,1,0.0,5,11,57.0,0,1,1,1,6.8,2.5,482.1,172.9,677.85,141.74,172.03
7,1BHK,Homemaker,Medium,No,Monsoon,31.2,73.1,1,4.1,5,9,36.2,0,1,1,1,1.1,6.0,366.5,356.9,1933.28,292.62,435.3
4,1BHK,Employed,Low,Yes,Spring,28.4,55.3,0,0.0,4,11,22.2,0,0,1,1,11.7,3.0,166.4,229.5,991.8,188.2,221.43
7,2BHK,Student,Very High,Partial,Monsoon,31.3,86.0,1,4.4,6,12,77.1,0,1,1,1,7.0,3.3,438.0,469.8,2893.13,385.22,469.84
2,2BHK,Self-Employed,Medium,No,Summer,34.6,49.2,2,8.6,4,7,36.1,0,0,1,1,4.4,2.2,1114.0,939.4,6885.21,770.34,1010.92
7,2BHK,Homemaker,Low,No,Summer,36.8,68.1,1,9.2,8,14,14.3,0,0,1,1,1.2,4.7,414.0,740.8,5196.57,607.43,765.42
4,4BHK,Employed,Very High,Partial,Spring,23.3,48.6,2,1.9,7,18,64.4,1,1,1,1,7.0,5.3,595.8,460.8,2816.51,377.83,466.69
4,4BHK,Homemaker,Very High,No,Summer,38.8,66.4,1,9.7,8,15,76.8,1,1,1,1,2.3,1.8,415.9,872.7,6317.69,715.59,795.04
4,3BHK,Retired,Low,No,Spring,28.2,43.0,0,0.0,8,13,14.8,0,1,1,1,1.6,7.8,283.0,316.1,1586.98,259.21,293.81
6,2BHK,Employed,Very High,Yes,Monsoon,28.9,73.3,1,3.6,5,11,74.1,0,1,1,1,9.1,3.1,532.5,393.7,2246.28,322.82,406.64
4,1BHK,Employed,Medium,Partial,Monsoon,32.5,73.7,0,0.0,5,7,23.3,0,1,1,1,7.6,4.7,184.1,191.5,761.63,157.01,227.97
7,4BHK,Retired,High,Partial,Spring,25.4,47.4,2,1.9,9,18,55.2,1,1,1,1,2.2,4.6,539.1,519.0,3311.86,425.61,509.57
7,3BHK,Student,Very High,Yes,Summer,39.8,52.8,2,10.3,7,18,69.1,0,1,1,1,7.7,5.0,616.9,1405.7,10848.25,1152.65,1311.2
4,1BHK,Student,Low,Yes,Monsoon,27.4,86.8,0,0.0,4,8,27.8,0,1,1,1,5.0,3.1,178.8,187.1,741.85,153.4,196.56
4,3BHK,Employed,High,Partial,Monsoon,27.6,82.1,2,3.6,7,13,48.9,1,1,1,1,9.8,4.5,579.4,659.7,4507.87,540.99,646.84
3,1BHK,Self-Employed,Medium,Partial,Summer,37.7,51.2,1,9.1,3,6,17.6,1,1,1,1,8.9,0.5,284.2,729.5,5100.99,598.21,653.32
6,2BHK,Homemaker,Very High,Partial,Spring,25.4,49.1,1,1.8,5,16,71.0,1,0,1,1,1.4,5.4,370.4,331.1,1714.74,271.54,330.29
3,2BHK,Employed,Low,No,Monsoon,33.8,84.4,0,0.0,4,10,21.0,0,0,1,1,4.4,3.7,198.3,201.1,807.46,164.94,207.0
4,2BHK,Employed,High,No,Monsoon,33.4,84.5,1,4.9,4,10,75.3,1,1,1,1,3.3,2.7,795.6,435.9,2605.47,357.47,465.21
5,3BHK,Homemaker,Medium,No,Summer,41.7,64.2,1,10.6,6,15,39.2,0,0,1,1,1.3,2.9,456.6,627.9,4236.9,514.85,781.38
3,3BHK,Employed,Low,Yes,Spring,27.0,43.2,0,0.0,6,16,10.7,0,1,1,1,7.6,2.8,185.4,242.7,1077.29,198.98,259.78
3,4BHK,Employed,Medium,Yes,Winter,17.4,45.6,2,0.0,10,15,32.4,0,1,1,1,10.5,3.6,200.2,211.2,872.67,173.17,227.87
5,2BHK,Employed,High,No,Monsoon,28.6,80.6,2,3.8,6,14,54.0,1,1,1,1,3.2,4.5,665.4,708.3,4920.72,580.82,645.18
3,2BHK,Employed,Medium,No,Summer,39.9,55.7,0,0.0,6,11,43.3,0,0,1,1,1.8,4.0,186.1,259.9,1189.45,213.13,248.99
2,2BHK,Homemaker,High,No,Winter,9.5,60.6,1,0.0,5,11,64.7,0,0,1,1,1.9,2.3,139.0,150.9,579.04,123.74,146.96
5,2BHK,Employed,High,No,Summer,41.2,62.5,1,10.3,5,12,52.6,0,1,1,1,3.6,4.0,233.8,755.0,5317.77,619.13,741.72
4,3BHK,Retired,Medium,No,Monsoon,29.3,90.7,1,4.0,6,14,37.7,1,1,1,1,2.0,7.7,518.0,493.8,3097.37,404.92,481.62
6,1BHK,Employed,Medium,No,Spring,30.2,52.5,0,0.0,5,8,19.4,0,0,1,1,3.4,3.4,216.3,228.8,987.44,187.65,225.11
4,2BHK,Student,High,No,Monsoon,29.4,81.2,2,4.0,7,10,65.6,0,1,1,1,3.9,2.9,853.0,619.9,4169.24,508.33,629.09
2,3BHK,Employed,Medium,No,Summer,34.6,58.1,2,8.6,5,15,26.6,1,1,1,1,2.0,0.8,401.1,1102.5,8270.9,904.02,1081.08
8,2BHK,Student,Medium,Partial,Spring,26.2,52.9,1,1.8,6,12,37.4,1,1,1,1,6.3,4.3,208.8,337.6,1769.59,276.83,362.19
4,2BHK,Homemaker,High,Partial,Monsoon,28.5,75.7,2,3.7,4,10,52.0,0,1,1,1,0.8,4.1,597.1,543.7,3521.03,445.79,550.08
6,1BHK,Employed,Medium,No,Spring,31.4,50.7,0,0.0,5,9,45.0,0,1,1,1,4.8,3.9,189.9,222.2,944.27,182.2,232.53
2,3BHK,Retired,High,Partial,Winter,11.4,46.9,1,0.0,6,10,52.2,0,1,1,1,3.0,5.3,179.0,165.5,644.66,135.69,167.69
3,4BHK,Employed,Low,No,Summer,36.1,56.6,1,8.6,9,15,9.1,0,1,1,1,3.7,3.7,312.5,702.3,4869.76,575.91,735.11
4,2BHK,Student,Medium,No,Monsoon,31.6,81.3,0,0.0,5,11,51.4,0,0,1,1,5.4,5.3,216.8,220.2,931.08,180.54,232.51
1,2BHK,Employed,Medium,Yes,Summer,37.0,68.4,0,0.0,6,8,28.5,1,0,1,0,9.4,4.0,189.0,246.7,1103.7,202.31,269.24
4,4BHK,Employed,Medium,No,Summer,34.9,63.9,1,8.4,8,17,30.1,0,0,1,1,3.0,1.8,475.2,634.0,4288.89,519.87,702.61
3,3BHK,Self-Employed,High,Partial,Monsoon,29.0,77.4,2,3.9,5,12,65.7,1,1,1,1,5.8,3.6,835.8,724.9,5061.8,594.43,621.01
7,3BHK,Homemaker,Low,Partial,Monsoon,27.9,80.1,2,3.6,8,16,30.4,0,0,1,1,1.4,4.0,820.8,615.5,4132.13,504.75,648.88
6,3BHK,Retired,Very High,No,Monsoon,29.4,82.7,1,3.9,7,16,61.7,1,1,1,1,0.5,6.0,488.6,482.6,3002.47,395.77,495.73
4,3BHK,Employed,High,No,Spring,24.8,52.7,1,1.8,7,13,47.8,1,0,1,1,0.5,3.1,198.4,313.0,1560.63,256.67,338.22
6,3BHK,Homemaker,Medium,Partial,Summer,38.6,56.3,1,9.4,8,14,35.5,0,0,1,1,2.9,3.9,733.1,765.2,5403.83,627.43,767.53
5,1BHK,Student,Medium,Yes,Winter,16.6,59.1,1,0.0,5,8,41.7,0,1,1,1,4.4,5.2,402.5,181.3,715.88,148.67,176.33
5,3BHK,Employed,Medium,No,Spring,25.8,53.1,2,1.9,6,15,46.6,0,0,1,1,4.6,2.6,437.0,422.0,2487.17,346.06,433.4
1,4BHK,Self-Employed,Medium,Yes,Winter,12.6,54.9,0,0.0,7,14,26.6,0,1,1,0,9.2,3.3,185.6,203.3,821.53,166.72,177.9
4,2BHK,Homemaker,Low,Partial,Monsoon,30.8,86.3,0,0.0,4,11,29.2,0,1,1,1,2.1,2.6,300.7,187.8,744.93,153.96,202.38
2,1BHK,Employed,Medium,Partial,Summer,36.0,61.3,0,0.0,5,8,36.6,0,1,1,1,6.2,0.5,244.8,210.8,870.07,172.84,206.06
1,3BHK,Employed,Medium,No,Summer,36.7,63.4,2,9.4,4,15,16.5,1,1,1,1,0.9,2.6,652.4,1159.8,8758.42,951.05,1145.82
6,2BHK,Employed,Medium,Yes,Monsoon,30.4,78.3,1,4.0,7,10,35.6,0,1,1,1,8.5,3.7,545.4,521.3,3331.29,427.49,468.0
4,2BHK,Retired,Medium,No,Spring,27.6,51.5,1,2.1,6,9,35.4,0,1,1,1,0.2,4.2,349.8,343.7,1821.04,281.79,327.04
4,1BHK,Self-Employed,High,No,Winter,15.5,53.7,1,0.0,5,8,61.6,1,1,1,1,2.2,3.2,394.8,165.0,642.45,135.29,159.44
3,4BHK,Self-Employed,Medium,No,Winter,10.6,52.8,2,0.0,8,15,41.8,0,1,1,1,4.3,3.0,206.5,195.4,779.34,160.24,197.61
3,2BHK,Homemaker,Low,Yes,Winter,10.3,55.6,1,0.0,5,11,10.1,0,0,1,1,2.4,3.1,176.7,190.3,756.38,156.05,166.81
4,2BHK,Retired,Low,Partial,Winter,18.5,48.6,0,0.0,5,10,32.5,0,1,1,1,1.7,5.1,191.1,194.3,774.41,159.34,173.07
6,4BHK,Student,Medium,Yes,Spring,25.9,52.1,2,1.9,10,18,49.7,1,0,1,1,8.8,5.9,513.4,517.3,3296.72,424.15,537.85
1,3BHK,Student,High,Yes,Summer,37.0,55.9,3,9.8,4,11,59.4,1,0,1,0,5.5,0.5,1219.2,1464.1,11344.54,1200.53,1625.04
2,3BHK,Employed,High,Yes,Summer,42.0,58.7,2,11.0,5,12,41.4,1,1,1,1,11.7,0.8,1125.6,1344.7,10329.91,1102.65,1340.54
2,1BHK,Employed,Low,Yes,Summer,40.3,62.9,0,0.0,4,5,8.6,0,0,1,1,12.5,3.4,152.7,169.9,664.39,139.29,209.45
2,3BHK,Self-Employed,High,Yes,Summer,42.0,60.1,2,11.0,6,11,56.1,1,1,1,1,6.8,3.3,979.3,1457.3,11286.66,1194.95,1354.81
3,2BHK,Employed,Low,No,Winter,17.1,40.3,0,0.0,5,10,12.7,0,0,1,1,2.7,0.9,174.6,172.6,676.58,141.51,155.08
5,4BHK,Employed,Medium,No,Spring,25.7,44.7,1,1.8,8,19,38.9,1,1,1,1,4.5,2.9,431.2,410.2,2386.47,336.34,391.65
4,2BHK,Employed,Very High,No,Monsoon,32.1,73.6,2,4.6,4,10,71.7,1,1,1,1,5.8,2.3,734.9,622.5,4191.65,510.49,672.39
3,4BHK,Employed,Very High,Yes,Monsoon,32.4,81.5,2,4.8,9,16,79.8,0,1,1,1,8.3,2.5,666.1,790.0,5614.75,647.78,761.43
3,4BHK,Self-Employed,Low,No,Monsoon,28.6,82.6,0,0.0,9,19,15.7,0,1,1,1,1.0,3.9,257.1,336.6,1761.02,276.0,309.45
3,4BHK,Student,Medium,No,Summer,39.9,52.2,1,9.8,7,18,48.7,0,1,1,1,4.2,2.3,795.8,703.4,4878.72,576.77,757.55
2,1BHK,Student,High,Yes,Summer,38.1,60.2,0,0.0,4,7,64.2,1,1,1,1,6.1,2.5,203.3,214.7,895.32,176.03,231.5
2,2BHK,Student,Medium,No,Spring,26.1,51.7,0,0.0,4,10,34.4,1,1,1,1,3.3,5.2,162.7,206.9,844.93,169.67,199.76
5,3BHK,Self-Employed,High,Partial,Monsoon,27.8,79.0,3,3.8,6,15,52.1,1,1,1,1,9.1,4.5,884.0,829.1,5947.73,679.9,842.13
5,1BHK,Employed,Medium,No,Summer,39.0,52.9,1,9.5,3,11,41.7,0,0,1,1,1.1,2.1,647.3,675.5,4641.77,553.91,647.38
8,3BHK,Employed,Medium,Partial,Summer,32.0,56.9,3,8.1,8,17,35.6,0,1,1,1,7.0,6.0,723.3,1664.1,13044.82,1364.56,1507.56
4,4BHK,Employed,High,Yes,Summer,36.8,63.5,2,9.5,9,17,63.4,0,1,1,1,8.6,2.4,1164.2,1089.1,8157.39,893.07,1238.37
8,2BHK,Retired,High,No,Winter,17.2,48.5,2,0.0,8,14,56.8,0,1,1,1,0.8,5.3,232.3,214.5,894.25,175.89,223.96
5,3BHK,Retired,Very High,No,Monsoon,28.7,83.2,1,3.7,9,15,82.5,1,1,1,1,1.6,1.2,459.8,476.4,2949.01,390.61,486.59
2,2BHK,Retired,High,No,Monsoon,27.4,85.1,2,3.6,4,9,53.1,0,0,1,1,0.1,4.0,1264.0,470.5,2898.89,385.78,524.39
6,4BHK,Employed,Very High,Yes,Summer,38.3,70.4,1,9.8,9,17,81.6,1,1,1,1,7.8,4.3,848.9,917.1,6695.09,752.0,853.1
6,2BHK,Self-Employed,Very High,No,Monsoon,31.1,89.8,2,4.7,6,11,77.9,1,1,1,1,2.8,6.3,487.3,591.2,3925.3,484.79,734.3
5,2BHK,Student,Low,Partial,Summer,37.6,65.3,0,0.0,5,12,25.9,0,0,1,1,8.8,3.2,247.8,239.5,1056.75,196.39,255.13
6,1BHK,Employed,Medium,Yes,Spring,30.9,45.3,1,2.7,3,9,35.1,1,1,1,1,10.6,3.9,188.3,339.7,1787.87,278.59,344.37
4,1BHK,Self-Employed,Low,Yes,Winter,14.7,51.7,0,0.0,3,9,13.6,0,1,1,1,8.4,2.7,185.2,156.2,602.87,128.08,164.45
5,2BHK,Employed,Medium,Yes,Monsoon,29.1,82.0,2,4.0,5,10,28.5,1,0,1,1,12.2,1.4,943.7,559.0,3651.3,458.36,647.28
8,4BHK,Employed,Medium,Yes,Summer,35.9,59.5,3,9.5,10,19,24.4,1,0,1,1,10.2,5.0,1583.7,1556.9,12133.28,1276.62,1807.75
5,1BHK,Self-Employed,High,Yes,Monsoon,30.8,84.5,1,4.2,5,7,45.5,1,1,1,1,9.5,3.6,484.6,449.9,2723.86,368.89,458.66
5,2BHK,Employed,Medium,Partial,Monsoon,30.2,79.7,0,0.0,8,10,41.6,1,0,1,1,6.9,3.4,241.0,273.2,1276.04,224.05,310.05
4,1BHK,Retired,Medium,Yes,Spring,28.6,50.1,1,2.3,3,9,27.1,0,0,1,1,3.3,4.5,308.1,308.4,1521.24,252.87,296.32
4,3BHK,Employed,Medium,Partial,Spring,28.8,49.3,0,0.0,7,15,40.1,0,0,1,1,5.9,4.1,408.0,272.3,1269.97,223.29,272.98
7,2BHK,Homemaker,High,Yes,Monsoon,30.4,84.4,2,4.4,6,13,59.9,0,1,1,1,1.7,5.0,746.3,646.0,4390.74,529.69,682.75
8,2BHK,Employed,Very High,No,Summer,37.3,63.8,1,9.1,7,14,82.5,0,1,1,1,2.4,4.1,727.1,656.6,4481.02,538.4,728.85
6,3BHK,Employed,Medium,No,Summer,36.7,59.9,2,9.3,7,13,36.8,0,1,1,1,3.0,3.2,1312.1,1336.5,10260.04,1095.91,1179.84
6,3BHK,Employed,Medium,Yes,Summer,35.5,54.8,0,0.0,7,14,29.6,0,0,1,1,9.0,2.9,669.5,314.4,1572.44,257.81,300.6
3,4BHK,Employed,Medium,Yes,Summer,37.4,63.2,2,9.6,7,15,35.3,0,1,1,1,8.6,2.6,1265.6,1062.0,7927.28,870.87,1208.19
7,4BHK,Self-Employed,High,Partial,Summer,38.2,48.2,2,9.8,10,20,64.5,0,1,1,1,6.4,2.3,1361.6,1118.8,8410.16,917.45,1313.11
3,3BHK,Self-Employed,Medium,Partial,Spring,31.0,53.3,2,2.8,5,12,46.6,1,1,1,1,6.5,4.0,478.2,570.2,3746.5,467.54,500.72
4,2BHK,Self-Employed,High,Partial,Winter,19.0,48.4,2,0.0,7,9,57.7,0,1,1,1,8.6,3.8,181.1,182.9,723.11,149.99,187.51
5,2BHK,Self-Employed,Medium,Partial,Monsoon,30.2,78.4,1,4.0,5,11,46.3,1,1,1,1,7.3,4.2,673.1,520.7,3326.27,427.0,458.13
5,3BHK,Employed,Medium,Yes,Summer,35.6,57.4,0,0.0,7,15,35.3,1,1,1,1,7.0,4.4,304.7,285.5,1355.48,234.08,335.64
2,4BHK,Homemaker,Low,Partial,Summer,39.2,50.9,0,0.0,7,15,36.8,0,0,1,1,2.6,3.4,215.6,239.8,1058.99,196.67,274.44
3,2BHK,Employed,Medium,No,Winter,15.0,50.1,0,0.0,5,10,46.2,1,0,1,1,1.9,0.5,190.0,164.6,640.87,135.0,149.63
5,3BHK,Self-Employed,Low,Yes,Monsoon,27.3,84.6,1,3.4,7,14,20.0,0,0,1,1,8.3,4.0,467.1,470.6,2900.44,385.92,447.12
7,1BHK,Employed,Low,Yes,Spring,31.8,44.9,0,0.0,4,8,33.0,0,0,1,1,8.7,3.7,259.9,216.7,908.67,177.71,224.85
2,3BHK,Self-Employed,High,Partial,Summer,35.5,60.0,0,0.0,5,10,47.3,0,1,1,1,8.3,3.4,216.3,210.3,866.73,172.42,224.63
4,3BHK,Retired,High,Partial,Summer,40.4,57.1,2,10.5,7,13,71.8,1,0,1,1,1.7,3.9,1353.1,1180.7,8935.67,968.15,1325.99
2,3BHK,Employed,Medium,Yes,Summer,37.8,65.7,0,0.0,5,10,46.4,1,1,1,1,9.8,2.3,262.8,250.5,1127.94,205.37,267.22
4,4BHK,Employed,Medium,Yes,Spring,25.9,42.4,0,0.0,7,19,41.1,1,1,1,1,6.2,4.1,299.5,321.8,1634.9,263.84,289.21
5,4BHK,Employed,Low,Partial,Summer,39.5,57.6,1,9.7,10,18,23.2,0,0,1,1,9.7,5.1,842.7,869.8,6293.47,713.25,854.1
5,3BHK,Employed,Medium,Yes,Spring,30.1,49.7,1,2.5,6,14,40.0,1,0,1,1,8.9,3.2,459.0,390.9,2222.46,320.52,387.91
3,2BHK,Employed,Low,Yes,Monsoon,34.0,78.2,0,0.0,4,11,18.9,0,0,1,1,6.4,1.7,244.5,231.6,1005.59,189.94,207.64
5,4BHK,Self-Employed,Low,No,Winter,12.1,41.8,1,0.0,10,19,12.1,0,1,1,1,3.7,5.7,535.9,243.5,1082.43,199.63,257.32
6,2BHK,Retired,Medium,Partial,Winter,13.7,41.3,0,0.0,6,13,45.0,0,1,1,1,2.1,4.4,191.8,200.5,803.55,164.45,197.52
3,3BHK,Retired,Low,Yes,Summer,32.9,60.2,2,8.0,10,13,22.2,0,0,1,1,3.3,5.2,513.0,1279.6,9776.77,1049.29,1093.46
4,2BHK,Self-Employed,Medium,No,Summer,35.2,49.2,0,0.0,4,11,30.7,0,1,1,1,3.1,3.3,198.6,212.1,878.76,173.94,212.07
3,1BHK,Employed,High,No,Spring,30.3,53.3,1,2.6,3,7,63.1,0,0,1,1,2.4,2.3,153.3,312.0,1551.91,255.83,285.83
7,4BHK,Employed,Low,No,Summer,33.9,57.4,2,8.3,8,18,21.0,0,1,1,1,0.5,4.4,470.3,1067.7,7975.04,875.47,1126.26
2,3BHK,Self-Employed,Medium,No,Monsoon,30.0,82.6,2,4.2,6,15,41.9,1,0,1,1,5.9,3.1,554.0,597.6,3979.76,490.05,674.35
4,4BHK,Homemaker,High,No,Winter,12.3,40.7,3,0.0,8,18,54.2,1,1,1,1,0.3,2.6,200.0,198.8,794.5,163.0,203.79
6,2BHK,Employed,Medium,No,Spring,23.6,51.6,2,1.9,6,14,40.9,1,1,1,1,3.3,5.3,457.2,496.1,3117.18,406.83,450.29
5,3BHK,Self-Employed,High,Yes,Spring,31.4,50.7,2,2.9,8,15,60.8,0,1,1,1,7.9,4.5,476.7,574.5,3783.04,471.07,581.05
4,3BHK,Employed,Medium,No,Spring,23.4,53.3,1,1.8,8,18,54.0,0,0,1,1,3.5,2.8,298.7,376.9,2103.54,309.05,369.25
3,4BHK,Student,Medium,No,Spring,24.6,49.9,1,1.8,8,14,36.0,1,1,1,1,3.5,0.5,216.4,353.0,1900.79,289.49,351.75
3,2BHK,Homemaker,Medium,Yes,Spring,27.5,51.6,0,0.0,4,10,23.8,1,1,1,1,2.1,3.9,202.4,203.9,825.33,167.2,199.95
3,1BHK,Student,Medium,No,Spring,23.1,56.2,0,0.0,3,8,28.1,0,0,1,1,5.1,4.8,132.9,174.6,685.8,143.19,181.42
7,2BHK,Student,Medium,No,Spring,26.4,50.1,1,1.9,5,12,50.6,1,1,1,1,3.0,4.7,425.9,323.0,1645.49,264.86,336.32
3,4BHK,Employed,Medium,No,Summer,35.2,63.0,1,8.4,9,14,35.7,0,0,1,1,3.4,4.7,1210.9,688.0,4747.81,564.14,715.66
4,3BHK,Employed,High,Partial,Summer,41.3,60.5,3,11.4,6,15,44.1,0,0,1,1,4.0,3.8,2246.6,1749.3,13768.73,1434.4,1914.83
3,3BHK,Employed,Low,Partial,Spring,32.0,49.2,0,0.0,7,13,32.0,0,1,1,1,6.3,1.8,206.4,260.4,1192.58,213.53,262.35
7,4BHK,Student,Low,Partial,Spring,27.6,52.7,2,2.2,9,20,15.1,0,1,1,1,7.2,4.0,430.7,612.4,4105.66,502.19,566.54
6,4BHK,Employed,High,Partial,Monsoon,32.6,77.2,2,4.8,10,19,60.3,0,1,1,1,6.3,3.3,777.6,776.0,5495.8,636.3,811.67
5,2BHK,Employed,Very High,No,Summer,32.0,55.7,1,7.3,5,11,56.5,0,1,1,1,1.4,5.2,662.6,552.1,3592.92,452.73,579.79
6,4BHK,Student,Medium,No,Monsoon,26.8,89.3,2,3.5,9,18,27.6,0,1,1,1,4.6,3.8,723.2,657.3,4487.05,538.99,663.99
4,3BHK,Self-Employed,Low,No,Summer,40.3,63.6,1,10.1,6,14,22.4,0,0,1,1,1.0,0.6,710.3,757.0,5334.53,620.74,740.6
4,3BHK,Student,High,No,Monsoon,28.8,77.5,2,3.8,6,14,36.8,0,1,1,1,5.4,2.2,707.7,597.5,3978.47,489.92,611.2
7,2BHK,Student,Low,No,Spring,25.8,44.7,0,0.0,7,16,26.1,0,1,1,1,3.3,4.2,271.6,286.0,1358.79,234.49,295.01
3,3BHK,Employed,Low,No,Summer,35.0,58.4,1,8.2,7,12,15.5,0,0,1,1,4.8,2.9,484.1,636.5,4310.1,521.92,662.88
3,3BHK,Employed,Medium,Partial,Spring,24.6,49.9,2,1.9,7,13,41.4,0,1,1,1,5.0,3.9,391.5,417.8,2451.66,342.63,439.33
5,4BHK,Employed,Low,No,Spring,30.9,51.9,1,2.7,8,20,21.1,0,1,1,1,4.5,3.2,460.8,467.3,2872.1,383.19,449.8
5,3BHK,Self-Employed,Very High,Partial,Monsoon,29.8,76.6,0,0.0,6,13,81.0,1,1,1,1,7.7,6.1,309.0,286.1,1359.39,234.57,287.7
6,2BHK,Self-Employed,Medium,No,Winter,16.1,52.4,1,0.0,5,10,29.9,1,1,1,1,5.4,2.6,394.1,180.5,712.05,147.97,187.25
3,2BHK,Employed,Medium,Partial,Winter,13.9,44.2,0,0.0,6,9,37.3,0,0,1,1,9.1,1.6,169.1,177.3,697.66,145.35,169.65
6,4BHK,Employed,Low,Yes,Winter,12.3,45.9,1,0.0,10,20,20.8,0,1,1,1,9.5,4.5,231.1,273.7,1279.07,224.44,272.95
6,3BHK,Homemaker,High,Yes,Monsoon,29.4,87.7,3,4.4,6,15,58.7,1,0,1,1,1.3,5.2,894.7,780.7,5535.89,640.17,921.32
5,3BHK,Employed,High,No,Winter,15.9,50.6,1,0.0,8,15,53.2,1,1,1,1,2.6,4.0,187.8,210.3,867.02,172.45,211.51
4,2BHK,Self-Employed,Medium,No,Winter,16.6,49.4,1,0.0,5,10,46.8,0,0,1,1,2.5,3.8,170.3,136.2,513.1,111.72,164.75
8,4BHK,Retired,Medium,No,Winter,18.7,52.0,2,0.0,10,18,55.1,0,1,1,1,4.0,5.1,252.7,283.6,1343.7,232.59,257.38
5,4BHK,Self-Employed,Medium,Partial,Summer,34.1,63.8,1,8.1,9,18,30.9,0,0,1,1,7.7,5.0,922.0,652.7,4447.64,535.18,735.72
8,2BHK,Homemaker,High,No,Spring,27.0,48.8,1,2.0,7,14,49.6,0,1,1,1,0.5,5.9,318.4,361.0,1968.56,296.03,382.73
4,4BHK,Student,Medium,No,Winter,10.8,44.3,1,0.0,7,15,25.0,0,1,1,1,3.8,2.3,545.2,165.6,645.13,135.78,198.85
5,4BHK,Self-Employed,High,Yes,Monsoon,30.8,73.1,1,4.0,10,17,51.9,1,1,1,1,9.8,3.8,529.9,635.4,4301.01,521.04,566.6
4,2BHK,Self-Employed,Medium,Partial,Winter,13.8,52.0,2,0.0,6,11,37.7,1,1,1,1,8.3,2.2,175.1,195.4,779.08,160.19,187.97
8,2BHK,Employed,Low,No,Monsoon,28.5,78.8,1,3.6,7,12,26.4,0,0,1,1,2.1,3.0,464.0,466.1,2862.03,382.22,449.67
6,2BHK,Employed,High,No,Spring,32.0,51.4,1,2.9,7,13,56.1,0,1,1,1,2.7,4.4,245.2,360.6,1965.4,295.72,416.02
5,3BHK,Employed,High,Partial,Winter,9.1,43.2,3,0.0,6,13,43.4,1,1,1,1,6.2,3.0,830.9,184.8,731.74,151.56,198.27
5,1BHK,Employed,Medium,Partial,Summer,35.6,54.7,0,0.0,4,10,28.4,0,1,1,1,4.6,4.7,278.7,234.6,1024.76,192.35,223.34
8,3BHK,Employed,Low,No,Monsoon,26.3,80.6,1,3.1,8,16,32.3,0,0,1,1,5.4,4.6,689.5,476.2,2948.04,390.52,468.14
5,3BHK,Employed,High,No,Monsoon,26.9,77.5,1,3.2,6,20,59.2,0,0,1,1,1.6,2.7,574.9,394.7,2255.23,323.68,410.41
4,3BHK,Retired,Medium,Yes,Spring,29.3,55.7,1,2.4,8,14,33.2,1,1,1,1,4.6,5.6,323.1,412.2,2403.9,338.02,412.04
3,3BHK,Employed,High,Yes,Spring,32.0,43.9,1,2.9,6,13,55.0,1,1,1,1,10.4,3.7,155.0,373.6,2075.72,306.36,397.87
3,3BHK,Employed,Very High,Partial,Summer,35.6,59.3,3,9.4,7,12,68.9,0,1,1,1,5.2,1.9,907.0,1440.1,11140.47,1180.85,1610.18
4,4BHK,Homemaker,Very High,Yes,Summer,36.5,51.6,3,9.7,8,16,87.9,1,1,1,1,1.2,3.5,1970.9,1542.6,12011.81,1264.9,1720.75
3,2BHK,Self-Employed,Medium,Partial,Summer,36.9,56.0,1,8.8,6,8,43.2,0,1,1,1,6.6,3.9,280.4,626.2,4222.65,513.48,666.47
1,4BHK,Student,High,Partial,Winter,14.4,48.9,2,0.0,8,15,68.5,1,0,1,0,6.1,2.6,138.1,169.6,663.29,139.09,171.48
2,3BHK,Homemaker,Low,Yes,Summer,32.6,62.0,1,7.6,5,14,22.5,0,0,1,1,2.4,2.3,573.1,656.4,4479.55,538.26,585.85
4,2BHK,Student,Medium,Partial,Monsoon,31.3,75.4,2,4.4,4,12,33.9,0,1,1,1,6.6,2.5,551.4,554.7,3615.21,454.88,636.53
6,2BHK,Homemaker,Low,No,Summer,41.1,59.7,1,10.2,8,16,17.4,0,1,1,1,2.3,4.3,312.2,780.3,5532.65,639.86,826.12
4,3BHK,Employed,High,Yes,Monsoon,30.2,76.4,2,4.2,8,13,54.7,1,0,1,1,8.5,3.1,672.3,697.2,4826.48,571.73,716.59
7,1BHK,Student,Medium,No,Monsoon,28.3,84.9,0,0.0,4,9,43.8,0,0,1,1,4.2,4.6,305.7,223.6,953.33,183.34,216.67
6,4BHK,Student,Low,Yes,Summer,37.5,57.0,0,0.0,9,16,20.3,0,1,1,1,6.8,2.3,372.9,353.2,1902.42,289.65,347.52
6,1BHK,Homemaker,Medium,Partial,Winter,13.1,55.4,0,0.0,3,9,33.7,0,1,1,1,2.3,3.3,180.6,159.1,615.73,130.42,162.57
3,1BHK,Homemaker,High,Yes,Summer,40.7,69.7,1,10.5,4,7,49.8,1,1,1,1,1.6,5.5,534.5,820.8,5876.82,673.06,751.1
